Step,Value
0,-10
1,-10
2,-10
3,-10
4,-10
5,-10
6,-10
7,-10
8,-10
9,-8
10,-8
11,-8
12,-8
13,-8
14,-8
15,-8
16,-8
17,-8
18,-8
19,-8
20,-8
21,-8
22,-8
23,-8
24,-8
25,-8
26,-8
27,-8
28,-8
29,-8
30,-8
31,-8
32,-8
33,-8
34,-8
35,-8
36,-8
37,-8
38,-8
39,-8
40,-8
41,-8
42,-8
43,-8
44,-8
45,-8
46,-8
47,-8
48,-8
49,-8
50,-8
51,-8
52,-8
53,-8
54,-8
55,-8
56,-8
57,-8
58,-8
59,-8
60,-8
61,-8
62,-8
63,-8
64,-8
65,-8
66,-8
67,-8
68,-8
69,-8
70,-8
71,-8
72,-8
73,-8
74,-8
75,-8
76,-8
77,-8
78,-8
79,-8
80,-8
81,-8
82,-8
83,-8
84,-8
85,-8
86,-8
87,-8
88,-8
89,-8
90,-8
91,-8
92,-8
93,-8
94,-8
95,-8
96,-8
97,-8
98,-8
99,-8
100,-8
101,-8
102,-8
103,-8
104,-8
105,-8
106,-6
107,-6
108,-6
109,-6
110,-6
111,-6
112,-6
113,-6
114,-6
115,-6
116,-6
117,-6
118,-6
119,-6
120,-6
121,-6
122,-6
123,-6
124,-6
125,-6
126,-6
127,-6
128,-6
129,-6
130,-6
131,-6
132,-6
133,-6
134,-6
135,-6
136,-6
137,-6
138,-6
139,-6
140,-6
141,-6
142,-6
143,-6
144,-6
145,-6
146,-6
147,-6
148,-6
149,-6
150,-6
151,-6
152,-6
153,-6
154,-6
155,-6
156,-6
157,-6
158,-6
159,-6
160,-6
161,-6
162,-6
163,-6
164,-6
165,-6
166,-6
167,-6
168,-6
169,-6
170,-6
171,-6
172,-6
173,-6
174,-6
175,-6
176,-6
177,-6
178,-6
179,-6
180,-6
181,-6
182,-6
183,-6
184,-6
185,-6
186,-6
187,-6
188,-6
189,-6
190,-6
191,-6
192,-6
193,-6
194,-6
195,-6
196,-6
197,-6
198,-6
199,-6
200,-6
201,-6
202,-6
203,-6
204,-6
205,-6
206,-6
207,-6
208,-6
209,-6
210,-6
211,-6
212,-6
213,-6
214,-6
215,-6
216,-6
217,-6
218,-6
219,-6
220,-6
221,-6
222,-6
223,-6
224,-6
225,-6
226,-6
227,-6
228,-6
229,-6
230,-6
231,-6
232,-6
233,-6
234,-6
235,-6
236,-6
237,-6
238,-6
239,-6
240,-6
241,-6
242,-6
243,-6
244,-6
245,-6
246,-6
247,-6
248,-6
249,-6
